,Store,regions_observed,mapped_region
292586,126,"BW, BY, NW, RP, SL",BB_MV_TH
292589,131,"BW, BY, NW, RP, SL",BB_MV_TH
292595,141,"BW, BY, NW, RP, SL",BB_MV_TH
292596,142,"BW, BY, NW, RP, SL",BB_MV_TH
292597,143,"BW, BY, NW, RP, SL",BB_MV_TH
292598,146,"BW, BY, NW, RP, SL",BB_MV_TH
292599,147,"BW, BY, NW, RP, SL",BB_MV_TH
292603,152,"BW, BY, NW, RP, SL",BB_MV_TH
292604,153,"BW, BY, NW, RP, SL",BB_MV_TH
292607,157,"BW, BY, NW, RP, SL",BB_MV_TH
292608,158,"BW, BY, NW, RP, SL",BB_MV_TH
292610,161,"BW, BY, NW, RP, SL",BB_MV_TH
292613,166,"BW, BY, NW, RP, SL",BB_MV_TH
292615,168,"BW, BY, NW, RP, SL",BB_MV_TH
292616,169,"BW, BY, NW, RP, SL",BB_MV_TH
292617,170,"BW, BY, NW, RP, SL",BB_MV_TH
292618,171,"BW, BY, NW, RP, SL",BB_MV_TH
292621,176,"BW, BY, NW, RP, SL",BB_MV_TH
292624,179,"BW, BY, NW, RP, SL",BB_MV_TH
292627,184,"BW, BY, NW, RP, SL",BB_MV_TH
292630,188,"BW, BY, NW, RP, SL",BB_MV_TH
292631,189,"BW, BY, NW, RP, SL",BB_MV_TH
292632,193,"BW, BY, NW, RP, SL",BB_MV_TH
292633,194,"BW, BY, NW, RP, SL",BB_MV_TH
292634,195,"BW, BY, NW, RP, SL",BB_MV_TH
292638,199,"BW, BY, NW, RP, SL",BB_MV_TH
292639,200,"BW, BY, NW, RP, SL",BB_MV_TH
292640,201,"BW, BY, NW, RP, SL",BB_MV_TH
292644,206,"BW, BY, NW, RP, SL",BB_MV_TH
292648,210,"BW, BY, NW, RP, SL",BB_MV_TH
292651,213,"BW, BY, NW, RP, SL",BB_MV_TH
292652,214,"BW, BY, NW, RP, SL",BB_MV_TH
292653,216,"BW, BY, NW, RP, SL",BB_MV_TH
292655,219,"BW, BY, NW, RP, SL",BB_MV_TH
292656,220,"BW, BY, NW, RP, SL",BB_MV_TH
292660,224,"BW, BY, NW, RP, SL",BB_MV_TH
292663,227,"BW, BY, NW, RP, SL",BB_MV_TH
292664,228,"BW, BY, NW, RP, SL",BB_MV_TH
292665,229,"BW, BY, NW, RP, SL",BB_MV_TH
292669,234,"BW, BY, NW, RP, SL",BB_MV_TH
292673,238,"BW, BY, NW, RP, SL",BB_MV_TH
292674,239,"BW, BY, NW, RP, SL",BB_MV_TH
292676,241,"BW, BY, NW, RP, SL",BB_MV_TH
292678,244,"BW, BY, NW, RP, SL",BB_MV_TH
292685,251,"BW, BY, NW, RP, SL",BB_MV_TH
292686,252,"BW, BY, NW, RP, SL",BB_MV_TH
292687,253,"BW, BY, NW, RP, SL",BB_MV_TH
292688,254,"BW, BY, NW, RP, SL",BB_MV_TH
292689,255,"BW, BY, NW, RP, SL",BB_MV_TH
292690,256,"BW, BY, NW, RP, SL",BB_MV_TH
292697,265,"BW, BY, NW, RP, SL",BB_MV_TH
292701,269,"BW, BY, NW, RP, SL",BB_MV_TH
292705,273,"BW, BY, NW, RP, SL",BB_MV_TH
292709,280,"BW, BY, NW, RP, SL",BB_MV_TH
292715,290,"BW, BY, NW, RP, SL",BB_MV_TH
292720,295,"BW, BY, NW, RP, SL",BB_MV_TH
292722,297,"BW, BY, NW, RP, SL",BB_MV_TH
292727,303,"BW, BY, NW, RP, SL",BB_MV_TH
292731,308,"BW, BY, NW, RP, SL",BB_MV_TH
292732,309,"BW, BY, NW, RP, SL",BB_MV_TH
292737,314,"BW, BY, NW, RP, SL",BB_MV_TH
292739,316,"BW, BY, NW, RP, SL",BB_MV_TH
292745,323,"BW, BY, NW, RP, SL",BB_MV_TH
292747,325,"BW, BY, NW, RP, SL",BB_MV_TH
292748,326,"BW, BY, NW, RP, SL",BB_MV_TH
292750,328,"BW, BY, NW, RP, SL",BB_MV_TH
292751,329,"BW, BY, NW, RP, SL",BB_MV_TH
292752,330,"BW, BY, NW, RP, SL",BB_MV_TH
292753,331,"BW, BY, NW, RP, SL",BB_MV_TH
292756,334,"BW, BY, NW, RP, SL",BB_MV_TH
292757,335,"BW, BY, NW, RP, SL",BB_MV_TH
292761,339,"BW, BY, NW, RP, SL",BB_MV_TH
292763,341,"BW, BY, NW, RP, SL",BB_MV_TH
292764,343,"BW, BY, NW, RP, SL",BB_MV_TH
292766,346,"BW, BY, NW, RP, SL",BB_MV_TH
292767,347,"BW, BY, NW, RP, SL",BB_MV_TH
292770,351,"BW, BY, NW, RP, SL",BB_MV_TH
292772,353,"BW, BY, NW, RP, SL",BB_MV_TH
292773,354,"BW, BY, NW, RP, SL",BB_MV_TH
292775,356,"BW, BY, NW, RP, SL",BB_MV_TH
292777,358,"BW, BY, NW, RP, SL",BB_MV_TH
292778,359,"BW, BY, NW, RP, SL",BB_MV_TH
292783,364,"BW, BY, NW, RP, SL",BB_MV_TH
292786,368,"BW, BY, NW, RP, SL",BB_MV_TH
292788,370,"BW, BY, NW, RP, SL",BB_MV_TH
292790,372,"BW, BY, NW, RP, SL",BB_MV_TH
292791,373,"BW, BY, NW, RP, SL",BB_MV_TH
292796,378,"BW, BY, NW, RP, SL",BB_MV_TH
292798,380,"BW, BY, NW, RP, SL",BB_MV_TH
292803,386,"BW, BY, NW, RP, SL",BB_MV_TH
292804,387,"BW, BY, NW, RP, SL",BB_MV_TH
292805,388,"BW, BY, NW, RP, SL",BB_MV_TH
292808,391,"BW, BY, NW, RP, SL",BB_MV_TH
292809,392,"BW, BY, NW, RP, SL",BB_MV_TH
292810,393,"BW, BY, NW, RP, SL",BB_MV_TH
292812,395,"BW, BY, NW, RP, SL",BB_MV_TH
292814,397,"BW, BY, NW, RP, SL",BB_MV_TH
292819,403,"BW, BY, NW, RP, SL",BB_MV_TH
292820,404,"BW, BY, NW, RP, SL",BB_MV_TH
292821,405,"BW, BY, NW, RP, SL",BB_MV_TH
292822,406,"BW, BY, NW, RP, SL",BB_MV_TH
292823,408,"BW, BY, NW, RP, SL",BB_MV_TH
292825,410,"BW, BY, NW, RP, SL",BB_MV_TH
292828,415,"BW, BY, NW, RP, SL",BB_MV_TH
292830,417,"BW, BY, NW, RP, SL",BB_MV_TH
292831,418,"BW, BY, NW, RP, SL",BB_MV_TH
292836,424,"BW, BY, NW, RP, SL",BB_MV_TH
292837,425,"BW, BY, NW, RP, SL",BB_MV_TH
292838,426,"BW, BY, NW, RP, SL",BB_MV_TH
292839,431,"BW, BY, NW, RP, SL",BB_MV_TH
292842,435,"BW, BY, NW, RP, SL",BB_MV_TH
292847,440,"BW, BY, NW, RP, SL",BB_MV_TH
292848,441,"BW, BY, NW, RP, SL",BB_MV_TH
292849,442,"BW, BY, NW, RP, SL",BB_MV_TH
292852,445,"BW, BY, NW, RP, SL",BB_MV_TH
292853,446,"BW, BY, NW, RP, SL",BB_MV_TH
292855,448,"BW, BY, NW, RP, SL",BB_MV_TH
292857,450,"BW, BY, NW, RP, SL",BB_MV_TH
292862,455,"BW, BY, NW, RP, SL",BB_MV_TH
292863,456,"BW, BY, NW, RP, SL",BB_MV_TH
292867,461,"BW, BY, NW, RP, SL",BB_MV_TH
292869,463,"BW, BY, NW, RP, SL",BB_MV_TH
292872,466,"BW, BY, NW, RP, SL",BB_MV_TH
292873,467,"BW, BY, NW, RP, SL",BB_MV_TH
292876,470,"BW, BY, NW, RP, SL",BB_MV_TH
292878,473,"BW, BY, NW, RP, SL",BB_MV_TH
292880,475,"BW, BY, NW, RP, SL",BB_MV_TH
292889,486,"BW, BY, NW, RP, SL",BB_MV_TH
292893,491,"BW, BY, NW, RP, SL",BB_MV_TH
292894,493,"BW, BY, NW, RP, SL",BB_MV_TH
292896,495,"BW, BY, NW, RP, SL",BB_MV_TH
292899,499,"BW, BY, NW, RP, SL",BB_MV_TH
292903,505,"BW, BY, NW, RP, SL",BB_MV_TH
292904,506,"BW, BY, NW, RP, SL",BB_MV_TH
292905,507,"BW, BY, NW, RP, SL",BB_MV_TH
292906,508,"BW, BY, NW, RP, SL",BB_MV_TH
292908,510,"BW, BY, NW, RP, SL",BB_MV_TH
292911,515,"BW, BY, NW, RP, SL",BB_MV_TH
292912,516,"BW, BY, NW, RP, SL",BB_MV_TH
292916,521,"BW, BY, NW, RP, SL",BB_MV_TH
292921,527,"BW, BY, NW, RP, SL",BB_MV_TH
292922,528,"BW, BY, NW, RP, SL",BB_MV_TH
292926,532,"BW, BY, NW, RP, SL",BB_MV_TH
292927,533,"BW, BY, NW, RP, SL",BB_MV_TH
292928,535,"BW, BY, NW, RP, SL",BB_MV_TH
292929,536,"BW, BY, NW, RP, SL",BB_MV_TH
292930,537,"BW, BY, NW, RP, SL",BB_MV_TH
292932,541,"BW, BY, NW, RP, SL",BB_MV_TH
292935,545,"BW, BY, NW, RP, SL",BB_MV_TH
292942,553,"BW, BY, NW, RP, SL",BB_MV_TH
292945,557,"BW, BY, NW, RP, SL",BB_MV_TH
292949,561,"BW, BY, NW, RP, SL",BB_MV_TH
292951,563,"BW, BY, NW, RP, SL",BB_MV_TH
292952,564,"BW, BY, NW, RP, SL",BB_MV_TH
292953,565,"BW, BY, NW, RP, SL",BB_MV_TH
292955,567,"BW, BY, NW, RP, SL",BB_MV_TH
292958,570,"BW, BY, NW, RP, SL",BB_MV_TH
292959,572,"BW, BY, NW, RP, SL",BB_MV_TH
292960,574,"BW, BY, NW, RP, SL",BB_MV_TH
292964,579,"BW, BY, NW, RP, SL",BB_MV_TH
292966,581,"BW, BY, NW, RP, SL",BB_MV_TH
292971,586,"BW, BY, NW, RP, SL",BB_MV_TH
292974,590,"BW, BY, NW, RP, SL",BB_MV_TH
292975,591,"BW, BY, NW, RP, SL",BB_MV_TH
292976,592,"BW, BY, NW, RP, SL",BB_MV_TH
292981,597,"BW, BY, NW, RP, SL",BB_MV_TH
292986,603,"BW, BY, NW, RP, SL",BB_MV_TH
292987,605,"BW, BY, NW, RP, SL",BB_MV_TH
292992,610,"BW, BY, NW, RP, SL",BB_MV_TH
292996,616,"BW, BY, NW, RP, SL",BB_MV_TH
292999,621,"BW, BY, NW, RP, SL",BB_MV_TH
293001,623,"BW, BY, NW, RP, SL",BB_MV_TH
293002,624,"BW, BY, NW, RP, SL",BB_MV_TH
293003,625,"BW, BY, NW, RP, SL",BB_MV_TH
293012,639,"BW, BY, NW, RP, SL",BB_MV_TH
293013,640,"BW, BY, NW, RP, SL",BB_MV_TH
293014,641,"BW, BY, NW, RP, SL",BB_MV_TH
293015,642,"BW, BY, NW, RP, SL",BB_MV_TH
293017,645,"BW, BY, NW, RP, SL",BB_MV_TH
293021,651,"BW, BY, NW, RP, SL",BB_MV_TH
293023,653,"BW, BY, NW, RP, SL",BB_MV_TH
293025,655,"BW, BY, NW, RP, SL",BB_MV_TH
293027,657,"BW, BY, NW, RP, SL",BB_MV_TH
293028,658,"BW, BY, NW, RP, SL",BB_MV_TH
293032,663,"BW, BY, NW, RP, SL",BB_MV_TH
293035,666,"BW, BY, NW, RP, SL",BB_MV_TH
293039,673,"BW, BY, NW, RP, SL",BB_MV_TH
293040,674,"BW, BY, NW, RP, SL",BB_MV_TH
293041,675,"BW, BY, NW, RP, SL",BB_MV_TH
293043,678,"BW, BY, NW, RP, SL",BB_MV_TH
293046,681,"BW, BY, NW, RP, SL",BB_MV_TH
293049,685,"BW, BY, NW, RP, SL",BB_MV_TH
293051,687,"BW, BY, NW, RP, SL",BB_MV_TH
293054,690,"BW, BY, NW, RP, SL",BB_MV_TH
293055,691,"BW, BY, NW, RP, SL",BB_MV_TH
293056,692,"BW, BY, NW, RP, SL",BB_MV_TH
293058,695,"BW, BY, NW, RP, SL",BB_MV_TH
293060,697,"BW, BY, NW, RP, SL",BB_MV_TH
293064,703,"BW, BY, NW, RP, SL",BB_MV_TH
293066,705,"BW, BY, NW, RP, SL",BB_MV_TH
293067,707,"BW, BY, NW, RP, SL",BB_MV_TH
293070,713,"BW, BY, NW, RP, SL",BB_MV_TH
293071,714,"BW, BY, NW, RP, SL",BB_MV_TH
293073,717,"BW, BY, NW, RP, SL",BB_MV_TH
293079,724,"BW, BY, NW, RP, SL",BB_MV_TH
293083,728,"BW, BY, NW, RP, SL",BB_MV_TH
293084,729,"BW, BY, NW, RP, SL",BB_MV_TH
293086,731,"BW, BY, NW, RP, SL",BB_MV_TH
293088,733,"BW, BY, NW, RP, SL",BB_MV_TH
293089,734,"BW, BY, NW, RP, SL",BB_MV_TH
293091,737,"BW, BY, NW, RP, SL",BB_MV_TH
293092,738,"BW, BY, NW, RP, SL",BB_MV_TH
293095,742,"BW, BY, NW, RP, SL",BB_MV_TH
293100,748,"BW, BY, NW, RP, SL",BB_MV_TH
293101,749,"BW, BY, NW, RP, SL",BB_MV_TH
293102,751,"BW, BY, NW, RP, SL",BB_MV_TH
293103,752,"BW, BY, NW, RP, SL",BB_MV_TH
293104,753,"BW, BY, NW, RP, SL",BB_MV_TH
293107,756,"BW, BY, NW, RP, SL",BB_MV_TH
293108,757,"BW, BY, NW, RP, SL",BB_MV_TH
293109,758,"BW, BY, NW, RP, SL",BB_MV_TH
293110,759,"BW, BY, NW, RP, SL",BB_MV_TH
293113,762,"BW, BY, NW, RP, SL",BB_MV_TH
293115,764,"BW, BY, NW, RP, SL",BB_MV_TH
293116,765,"BW, BY, NW, RP, SL",BB_MV_TH
293119,769,"BW, BY, NW, RP, SL",BB_MV_TH
293120,770,"BW, BY, NW, RP, SL",BB_MV_TH
293124,776,"BW, BY, NW, RP, SL",BB_MV_TH
293125,777,"BW, BY, NW, RP, SL",BB_MV_TH
293129,782,"BW, BY, NW, RP, SL",BB_MV_TH
293131,784,"BW, BY, NW, RP, SL",BB_MV_TH
293132,785,"BW, BY, NW, RP, SL",BB_MV_TH
293136,789,"BW, BY, NW, RP, SL",BB_MV_TH
293138,791,"BW, BY, NW, RP, SL",BB_MV_TH
293139,792,"BW, BY, NW, RP, SL",BB_MV_TH
293140,793,"BW, BY, NW, RP, SL",BB_MV_TH
293142,795,"BW, BY, NW, RP, SL",BB_MV_TH
293143,796,"BW, BY, NW, RP, SL",BB_MV_TH
293145,799,"BW, BY, NW, RP, SL",BB_MV_TH
293146,800,"BW, BY, NW, RP, SL",BB_MV_TH
293152,809,"BW, BY, NW, RP, SL",BB_MV_TH
293153,810,"BW, BY, NW, RP, SL",BB_MV_TH
293156,813,"BW, BY, NW, RP, SL",BB_MV_TH
293158,816,"BW, BY, NW, RP, SL",BB_MV_TH
293166,826,"BW, BY, NW, RP, SL",BB_MV_TH
293171,831,"BW, BY, NW, RP, SL",BB_MV_TH
293173,833,"BW, BY, NW, RP, SL",BB_MV_TH
293175,835,"BW, BY, NW, RP, SL",BB_MV_TH
293183,844,"BW, BY, NW, RP, SL",BB_MV_TH
293184,845,"BW, BY, NW, RP, SL",BB_MV_TH
293185,846,"BW, BY, NW, RP, SL",BB_MV_TH
293186,847,"BW, BY, NW, RP, SL",BB_MV_TH
293187,848,"BW, BY, NW, RP, SL",BB_MV_TH
293189,850,"BW, BY, NW, RP, SL",BB_MV_TH
293191,853,"BW, BY, NW, RP, SL",BB_MV_TH
293193,855,"BW, BY, NW, RP, SL",BB_MV_TH
293197,861,"BW, BY, NW, RP, SL",BB_MV_TH
293200,864,"BW, BY, NW, RP, SL",BB_MV_TH
293201,865,"BW, BY, NW, RP, SL",BB_MV_TH
293208,872,"BW, BY, NW, RP, SL",BB_MV_TH
293211,875,"BW, BY, NW, RP, SL",BB_MV_TH
293215,880,"BW, BY, NW, RP, SL",BB_MV_TH
293216,881,"BW, BY, NW, RP, SL",BB_MV_TH
293217,882,"BW, BY, NW, RP, SL",BB_MV_TH
293218,883,"BW, BY, NW, RP, SL",BB_MV_TH
293219,885,"BW, BY, NW, RP, SL",BB_MV_TH
293220,886,"BW, BY, NW, RP, SL",BB_MV_TH
293224,891,"BW, BY, NW, RP, SL",BB_MV_TH
293226,894,"BW, BY, NW, RP, SL",BB_MV_TH
293227,895,"BW, BY, NW, RP, SL",BB_MV_TH
293229,897,"BW, BY, NW, RP, SL",BB_MV_TH
293233,905,"BW, BY, NW, RP, SL",BB_MV_TH
293235,907,"BW, BY, NW, RP, SL",BB_MV_TH
293240,913,"BW, BY, NW, RP, SL",BB_MV_TH
293242,916,"BW, BY, NW, RP, SL",BB_MV_TH
293243,917,"BW, BY, NW, RP, SL",BB_MV_TH
293246,922,"BW, BY, NW, RP, SL",BB_MV_TH
293248,924,"BW, BY, NW, RP, SL",BB_MV_TH
293249,925,"BW, BY, NW, RP, SL",BB_MV_TH
293250,926,"BW, BY, NW, RP, SL",BB_MV_TH
293251,927,"BW, BY, NW, RP, SL",BB_MV_TH
293252,928,"BW, BY, NW, RP, SL",BB_MV_TH
293254,930,"BW, BY, NW, RP, SL",BB_MV_TH
293257,934,"BW, BY, NW, RP, SL",BB_MV_TH
293259,936,"BW, BY, NW, RP, SL",BB_MV_TH
293262,939,"BW, BY, NW, RP, SL",BB_MV_TH
293265,943,"BW, BY, NW, RP, SL",BB_MV_TH
293268,946,"BW, BY, NW, RP, SL",BB_MV_TH
293269,947,"BW, BY, NW, RP, SL",BB_MV_TH
293270,948,"BW, BY, NW, RP, SL",BB_MV_TH
293272,950,"BW, BY, NW, RP, SL",BB_MV_TH
293273,951,"BW, BY, NW, RP, SL",BB_MV_TH
293275,954,"BW, BY, NW, RP, SL",BB_MV_TH
293276,955,"BW, BY, NW, RP, SL",BB_MV_TH
293277,956,"BW, BY, NW, RP, SL",BB_MV_TH
293282,961,"BW, BY, NW, RP, SL",BB_MV_TH
293283,962,"BW, BY, NW, RP, SL",BB_MV_TH
293285,964,"BW, BY, NW, RP, SL",BB_MV_TH
293287,966,"BW, BY, NW, RP, SL",BB_MV_TH
293288,967,"BW, BY, NW, RP, SL",BB_MV_TH
293290,969,"BW, BY, NW, RP, SL",BB_MV_TH
293294,973,"BW, BY, NW, RP, SL",BB_MV_TH
293295,975,"BW, BY, NW, RP, SL",BB_MV_TH
293296,976,"BW, BY, NW, RP, SL",BB_MV_TH
293299,980,"BW, BY, NW, RP, SL",BB_MV_TH
293302,983,"BW, BY, NW, RP, SL",BB_MV_TH
293303,984,"BW, BY, NW, RP, SL",BB_MV_TH
293304,985,"BW, BY, NW, RP, SL",BB_MV_TH
293305,986,"BW, BY, NW, RP, SL",BB_MV_TH
293309,991,"BW, BY, NW, RP, SL",BB_MV_TH
293310,992,"BW, BY, NW, RP, SL",BB_MV_TH
293312,994,"BW, BY, NW, RP, SL",BB_MV_TH
293316,998,"BW, BY, NW, RP, SL",BB_MV_TH
293320,1003,"BW, BY, NW, RP, SL",BB_MV_TH
293321,1005,"BW, BY, NW, RP, SL",BB_MV_TH
293326,1011,"BW, BY, NW, RP, SL",BB_MV_TH
293327,1013,"BW, BY, NW, RP, SL",BB_MV_TH
293328,1014,"BW, BY, NW, RP, SL",BB_MV_TH
293329,1015,"BW, BY, NW, RP, SL",BB_MV_TH
293330,1016,"BW, BY, NW, RP, SL",BB_MV_TH
293335,1022,"BW, BY, NW, RP, SL",BB_MV_TH
293338,1025,"BW, BY, NW, RP, SL",BB_MV_TH
293339,1026,"BW, BY, NW, RP, SL",BB_MV_TH
293340,1028,"BW, BY, NW, RP, SL",BB_MV_TH
293343,1031,"BW, BY, NW, RP, SL",BB_MV_TH
293348,1036,"BW, BY, NW, RP, SL",BB_MV_TH
293349,1037,"BW, BY, NW, RP, SL",BB_MV_TH
293350,1039,"BW, BY, NW, RP, SL",BB_MV_TH
293351,1040,"BW, BY, NW, RP, SL",BB_MV_TH
293352,1042,"BW, BY, NW, RP, SL",BB_MV_TH
293354,1044,"BW, BY, NW, RP, SL",BB_MV_TH
293357,1047,"BW, BY, NW, RP, SL",BB_MV_TH
293360,1051,"BW, BY, NW, RP, SL",BB_MV_TH
293361,1052,"BW, BY, NW, RP, SL",BB_MV_TH
293366,1058,"BW, BY, NW, RP, SL",BB_MV_TH
293368,1060,"BW, BY, NW, RP, SL",BB_MV_TH
293369,1061,"BW, BY, NW, RP, SL",BB_MV_TH
293370,1062,"BW, BY, NW, RP, SL",BB_MV_TH
293372,1064,"BW, BY, NW, RP, SL",BB_MV_TH
293373,1066,"BW, BY, NW, RP, SL",BB_MV_TH
293374,1068,"BW, BY, NW, RP, SL",BB_MV_TH
293378,1072,"BW, BY, NW, RP, SL",BB_MV_TH
293379,1073,"BW, BY, NW, RP, SL",BB_MV_TH
293382,1076,"BW, BY, NW, RP, SL",BB_MV_TH
293383,1077,"BW, BY, NW, RP, SL",BB_MV_TH
293384,1078,"BW, BY, NW, RP, SL",BB_MV_TH
293393,1088,"BW, BY, NW, RP, SL",BB_MV_TH
293394,1089,"BW, BY, NW, RP, SL",BB_MV_TH
293399,1096,"BW, BY, NW, RP, SL",BB_MV_TH
293400,1097,"BW, BY, NW, RP, SL",BB_MV_TH
293403,1100,"BW, BY, NW, RP, SL",BB_MV_TH
293406,1105,"BW, BY, NW, RP, SL",BB_MV_TH
293410,1111,"BW, BY, NW, RP, SL",BB_MV_TH
293411,1112,"BW, BY, NW, RP, SL",BB_MV_TH
293416,2,"BB, MV, SN, ST, TH",BB_MV_TH
293430,17,"BB, MV, SN, ST, TH",BB_MV_TH
293431,18,"BB, MV, SN, ST, TH",BB_MV_TH
293437,26,"BB, MV, SN, ST, TH",BB_MV_TH
293463,59,"BB, MV, SN, ST, TH",BB_MV_TH
293510,114,"BB, MV, SN, ST, TH",BB_MV_TH
293525,133,"BB, MV, SN, ST, TH",BB_MV_TH
293541,156,"BB, MV, SN, ST, TH",BB_MV_TH
293570,196,"BB, MV, SN, ST, TH",BB_MV_TH
293572,198,"BB, MV, SN, ST, TH",BB_MV_TH
293594,223,"BB, MV, SN, ST, TH",BB_MV_TH
293629,261,"BB, MV, SN, ST, TH",BB_MV_TH
293648,286,"BB, MV, SN, ST, TH",BB_MV_TH
293665,307,"BB, MV, SN, ST, TH",BB_MV_TH
293671,313,"BB, MV, SN, ST, TH",BB_MV_TH
293679,322,"BB, MV, SN, ST, TH",BB_MV_TH
293737,384,"BB, MV, SN, ST, TH",BB_MV_TH
293751,400,"BB, MV, SN, ST, TH",BB_MV_TH
293814,474,"BB, MV, SN, ST, TH",BB_MV_TH
293855,526,"BB, MV, SN, ST, TH",BB_MV_TH
293924,607,"BB, MV, SN, ST, TH",BB_MV_TH
293928,613,"BB, MV, SN, ST, TH",BB_MV_TH
293942,630,"BB, MV, SN, ST, TH",BB_MV_TH
293957,652,"BB, MV, SN, ST, TH",BB_MV_TH
294040,754,"BB, MV, SN, ST, TH",BB_MV_TH
294041,755,"BB, MV, SN, ST, TH",BB_MV_TH
294065,783,"BB, MV, SN, ST, TH",BB_MV_TH
294092,814,"BB, MV, SN, ST, TH",BB_MV_TH
294113,838,"BB, MV, SN, ST, TH",BB_MV_TH
294165,898,"BB, MV, SN, ST, TH",BB_MV_TH
294209,953,"BB, MV, SN, ST, TH",BB_MV_TH
294227,971,"BB, MV, SN, ST, TH",BB_MV_TH
294233,979,"BB, MV, SN, ST, TH",BB_MV_TH
294253,1001,"BB, MV, SN, ST, TH",BB_MV_TH
294310,1069,"BB, MV, SN, ST, TH",BB_MV_TH
294333,1095,"BB, MV, SN, ST, TH",BB_MV_TH
677147,13,"BW, BY, NW, RP, SL",BB_MV_TH
677154,20,"BW, BY, NW, RP, SL",BB_MV_TH
677156,22,"BW, BY, NW, RP, SL",BB_MV_TH
677166,32,"BW, BY, NW, RP, SL",BB_MV_TH
677170,36,"BW, BY, NW, RP, SL",BB_MV_TH
677175,41,"BW, BY, NW, RP, SL",BB_MV_TH
677180,46,"BW, BY, NW, RP, SL",BB_MV_TH
677185,51,"BW, BY, NW, RP, SL",BB_MV_TH
677186,52,"BW, BY, NW, RP, SL",BB_MV_TH
677192,58,"BW, BY, NW, RP, SL",BB_MV_TH
677206,72,"BW, BY, NW, RP, SL",BB_MV_TH
677210,76,"BW, BY, NW, RP, SL",BB_MV_TH
677215,81,"BW, BY, NW, RP, SL",BB_MV_TH
677223,89,"BW, BY, NW, RP, SL",BB_MV_TH
677233,99,"BW, BY, NW, RP, SL",BB_MV_TH
677234,100,"BW, BY, NW, RP, SL",BB_MV_TH
677242,108,"BW, BY, NW, RP, SL",BB_MV_TH
677247,113,"BW, BY, NW, RP, SL",BB_MV_TH
677249,115,"BW, BY, NW, RP, SL",BB_MV_TH
677261,127,"BW, BY, NW, RP, SL",BB_MV_TH
677263,129,"BW, BY, NW, RP, SL",BB_MV_TH
677266,132,"BW, BY, NW, RP, SL",BB_MV_TH
677270,136,"BW, BY, NW, RP, SL",BB_MV_TH
677271,137,"BW, BY, NW, RP, SL",BB_MV_TH
677273,139,"BW, BY, NW, RP, SL",BB_MV_TH
677278,144,"BW, BY, NW, RP, SL",BB_MV_TH
677279,145,"BW, BY, NW, RP, SL",BB_MV_TH
677283,149,"BW, BY, NW, RP, SL",BB_MV_TH
677289,155,"BW, BY, NW, RP, SL",BB_MV_TH
677293,159,"BW, BY, NW, RP, SL",BB_MV_TH
677298,164,"BW, BY, NW, RP, SL",BB_MV_TH
677299,165,"BW, BY, NW, RP, SL",BB_MV_TH
677306,172,"BW, BY, NW, RP, SL",BB_MV_TH
677308,174,"BW, BY, NW, RP, SL",BB_MV_TH
677315,181,"BW, BY, NW, RP, SL",BB_MV_TH
677317,183,"BW, BY, NW, RP, SL",BB_MV_TH
677320,186,"BW, BY, NW, RP, SL",BB_MV_TH
677324,190,"BW, BY, NW, RP, SL",BB_MV_TH
677325,191,"BW, BY, NW, RP, SL",BB_MV_TH
677326,192,"BW, BY, NW, RP, SL",BB_MV_TH
677338,204,"BW, BY, NW, RP, SL",BB_MV_TH
677349,215,"BW, BY, NW, RP, SL",BB_MV_TH
677352,218,"BW, BY, NW, RP, SL",BB_MV_TH
677365,231,"BW, BY, NW, RP, SL",BB_MV_TH
677377,243,"BW, BY, NW, RP, SL",BB_MV_TH
677392,258,"BW, BY, NW, RP, SL",BB_MV_TH
677397,263,"BW, BY, NW, RP, SL",BB_MV_TH
677409,275,"BW, BY, NW, RP, SL",BB_MV_TH
677411,277,"BW, BY, NW, RP, SL",BB_MV_TH
677413,279,"BW, BY, NW, RP, SL",BB_MV_TH
677417,283,"BW, BY, NW, RP, SL",BB_MV_TH
677418,284,"BW, BY, NW, RP, SL",BB_MV_TH
677421,287,"BW, BY, NW, RP, SL",BB_MV_TH
677422,288,"BW, BY, NW, RP, SL",BB_MV_TH
677432,298,"BW, BY, NW, RP, SL",BB_MV_TH
677440,306,"BW, BY, NW, RP, SL",BB_MV_TH
677451,317,"BW, BY, NW, RP, SL",BB_MV_TH
677476,342,"BW, BY, NW, RP, SL",BB_MV_TH
677479,345,"BW, BY, NW, RP, SL",BB_MV_TH
677482,348,"BW, BY, NW, RP, SL",BB_MV_TH
677499,365,"BW, BY, NW, RP, SL",BB_MV_TH
677519,385,"BW, BY, NW, RP, SL",BB_MV_TH
677533,399,"BW, BY, NW, RP, SL",BB_MV_TH
677541,407,"BW, BY, NW, RP, SL",BB_MV_TH
677546,412,"BW, BY, NW, RP, SL",BB_MV_TH
677547,413,"BW, BY, NW, RP, SL",BB_MV_TH
677554,420,"BW, BY, NW, RP, SL",BB_MV_TH
677561,427,"BW, BY, NW, RP, SL",BB_MV_TH
677562,428,"BW, BY, NW, RP, SL",BB_MV_TH
677563,429,"BW, BY, NW, RP, SL",BB_MV_TH
677564,430,"BW, BY, NW, RP, SL",BB_MV_TH
677568,434,"BW, BY, NW, RP, SL",BB_MV_TH
677591,457,"BW, BY, NW, RP, SL",BB_MV_TH
677605,471,"BW, BY, NW, RP, SL",BB_MV_TH
